Gender,Age,Married,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
Female,52,No,0,39.955164,-122.018567,0,6,Offer E,Yes,30.54,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.55,433.95,0.0,0,183.24,617.19
Female,70,Yes,0,33.290907,-117.202895,1,18,No Offer,No,0.0,No Phone Service,Yes,DSL,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.35,810.7,0.0,0,0.0,810.7
Female,61,Yes,1,34.04622,-118.053753,1,14,No Offer,Yes,9.13,Yes,Yes,Fiber Optic,12.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,1301.0,0.0,0,127.82,1428.82
Female,54,No,0,41.962127,-122.527696,0,13,Offer D,Yes,10.66,No,Yes,DSL,5.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.95,923.85,10.47,0,138.58,1051.96
Female,64,Yes,3,33.098018,-117.258203,6,69,No Offer,Yes,11.47,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,20.15,1337.5,0.0,0,791.43,2128.93
Male,44,No,0,36.878364,-121.629781,0,5,Offer E,Yes,40.15,Yes,Yes,Fiber Optic,19.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,462.8,0.0,0,200.75,663.55
Female,59,Yes,0,37.524721,-120.757977,1,58,Offer B,Yes,26.36,Yes,Yes,DSL,8.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,61.05,3478.75,0.0,0,1528.88,5007.63
Female,78,No,0,36.667794,-121.601306,0,72,Offer A,Yes,14.94,Yes,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117.35,8436.25,0.0,0,1075.68,9511.93
Female,42,Yes,3,35.342891,-119.064803,4,51,No Offer,No,0.0,No Phone Service,Yes,DSL,76.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,56.15,2898.95,0.0,0,0.0,2898.95
Female,55,No,0,33.885811,-118.206459,0,36,Offer C,Yes,29.27,Yes,Yes,DSL,9.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,70.7,2511.95,0.0,60,1053.72,3625.67
Male,75,No,0,34.122671,-118.112911,0,15,No Offer,Yes,12.08,Yes,Yes,Fiber Optic,5.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.2,1217.25,0.0,0,181.2,1398.45
Female,68,No,0,33.924143,-117.79387,0,1,No Offer,Yes,45.81,Yes,Yes,Fiber Optic,21.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,85.7,0.0,0,45.81,131.51
Female,42,No,0,38.339996,-122.935056,0,2,Offer E,Yes,14.7,No,Yes,DSL,13.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.05,91.1,0.0,40,29.4,160.5
Male,61,Yes,0,34.102119,-117.815532,1,3,Offer E,No,0.0,No Phone Service,Yes,Cable,13.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.15,99.75,0.0,0,0.0,99.75
Male,64,Yes,1,35.233745,-120.626442,5,62,Offer B,Yes,20.96,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.05,1263.9,0.0,0,1299.52,2563.42
Male,57,Yes,3,40.274302,-124.210902,6,71,Offer A,Yes,31.33,Yes,Yes,Cable,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.9,6457.15,0.0,0,2224.43,8681.58
Female,41,Yes,0,36.594542,-119.905245,3,61,No Offer,Yes,27.63,Yes,Yes,Fiber Optic,29.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,6751.35,0.0,0,1685.43,8436.78
Female,64,Yes,0,33.755039,-116.741796,1,6,No Offer,Yes,36.12,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,502.85,0.0,0,216.72,719.57
Female,64,No,0,34.165383,-118.123752,0,11,No Offer,Yes,2.95,No,Yes,DSL,21.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.1,531.15,0.0,0,32.45,563.6
Male,30,No,0,34.103578,-117.04054,0,1,Offer E,Yes,25.39,Yes,Yes,DSL,52.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.35,54.35,0.0,0,25.39,79.74
Female,42,No,0,36.554618,-121.922239,0,64,No Offer,Yes,5.68,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,110.5,7069.25,0.0,60,363.52,7492.77
Male,62,No,0,34.294142,-118.603883,0,19,Offer D,Yes,17.17,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,18.8,279.2,0.0,0,326.23,605.43
Female,65,No,0,37.766556,-121.976784,0,4,Offer E,Yes,49.5,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.3,424.45,0.0,0,198.0,622.45
Female,79,No,0,32.898613,-117.202937,0,12,No Offer,Yes,34.01,Yes,Yes,Fiber Optic,18.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,1094.5,0.0,0,408.12,1502.62
Female,62,Yes,2,35.073777,-118.652112,8,29,No Offer,Yes,5.35,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,26.1,692.55,0.0,0,155.15,847.7
Male,54,Yes,0,36.902954,-120.194274,1,40,Offer B,Yes,22.56,Yes,Yes,Cable,4.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.3,4113.1,0.0,0,902.4,5015.5
Female,44,No,0,36.618337,-121.926417,0,5,No Offer,Yes,24.61,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,20.5,104.3,0.0,0,123.05,227.35
Male,65,No,0,33.921793,-118.140588,0,3,Offer E,Yes,26.32,Yes,Yes,Fiber Optic,8.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.05,289.1,0.0,0,78.96,368.06
Female,35,No,0,35.358953,-118.527064,0,27,No Offer,Yes,25.21,No,Yes,DSL,9.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.7,1652.95,0.0,0,680.67,2333.62
Female,40,No,0,34.486835,-117.362274,0,15,Offer D,Yes,4.67,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.0,994.8,0.0,0,70.05,1064.85
Female,35,Yes,0,35.176236,-120.483243,5,4,No Offer,Yes,45.84,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,20.15,91.4,0.0,0,183.36,274.76
Female,62,Yes,0,37.350284,-121.852855,0,37,No Offer,Yes,37.49,Yes,Yes,Fiber Optic,29.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.95,2839.65,0.0,0,1387.13,4226.78
Female,37,No,0,37.28682,-121.723877,0,1,Offer E,Yes,13.01,No,Yes,Cable,4.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.4,55.4,0.0,0,13.01,68.41
Female,55,Yes,0,39.607831,-121.777959,8,15,No Offer,Yes,24.12,No,Yes,Fiber Optic,13.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.75,1669.4,0.0,0,361.8,2031.2
Female,70,Yes,0,33.918043,-117.617809,1,60,No Offer,Yes,4.06,Yes,Yes,Fiber Optic,11.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,116.05,6925.9,0.0,0,243.6,7169.5
Male,38,No,0,37.773147,-122.411287,0,4,No Offer,Yes,20.76,No,Yes,DSL,30.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.4,234.85,0.0,0,83.04,317.89
Female,74,Yes,0,38.922812,-121.312005,3,67,No Offer,Yes,11.91,Yes,Yes,Fiber Optic,10.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.6,7112.15,0.0,0,797.97,7910.12
Male,75,Yes,0,39.298065,-123.25211,3,72,Offer A,Yes,16.72,Yes,Yes,Cable,9.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,84.45,5899.85,0.0,0,1203.84,7103.69
Female,57,No,0,40.507272,-120.338228,0,71,Offer A,Yes,2.93,Yes,Yes,Fiber Optic,10.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.75,7283.25,0.0,0,208.03,7491.28
Female,60,No,0,40.03194,-122.176023,0,15,Offer D,No,0.0,No Phone Service,Yes,DSL,25.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,45.9,693.45,16.27,0,0.0,677.18
Female,24,Yes,1,33.972119,-118.020188,10,8,No Offer,Yes,31.86,No,Yes,Cable,59.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.3,401.5,0.0,30,254.88,686.38
Male,27,No,0,38.522328,-122.97932,0,40,No Offer,Yes,27.47,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,24.6,973.95,0.0,0,1098.8,2072.75
Male,54,Yes,0,34.088017,-118.327168,5,12,No Offer,Yes,45.15,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,26.4,314.95,0.0,0,541.8,856.75
Female,35,Yes,2,34.2565,-117.19335,3,57,Offer B,Yes,42.18,No,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,95.0,5535.8,0.0,0,2404.26,7940.06
Male,31,Yes,0,33.644585,-116.871544,3,51,Offer B,Yes,29.4,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.8,5498.8,0.0,140,1499.4,7138.2
Female,46,Yes,1,32.909873,-116.906774,1,67,Offer A,Yes,14.83,Yes,Yes,DSL,24.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,69.9,4615.9,0.0,0,993.61,5609.51
Female,73,Yes,0,38.489789,-122.27011,1,26,Offer C,Yes,9.28,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,2381.55,0.0,0,241.28,2622.83
Male,64,Yes,0,40.294034,-120.512622,1,30,No Offer,Yes,11.38,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.05,637.55,0.0,0,341.4,978.95
Female,22,Yes,0,40.809636,-124.189977,6,15,No Offer,Yes,30.09,No,Yes,Fiber Optic,71.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1114.55,0.0,0,451.35,1565.9
Female,72,Yes,0,38.128087,-121.4078,1,71,Offer A,Yes,37.53,Yes,Yes,DSL,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.7,5831.2,0.0,0,2664.63,8495.83
Male,63,Yes,2,37.350284,-121.852855,1,59,No Offer,Yes,15.94,No,Yes,DSL,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,76.75,4541.9,0.0,0,940.46,5482.36
Male,40,No,0,34.243088,-116.830015,0,29,Offer C,Yes,49.52,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.1,529.5,0.0,0,1436.08,1965.58
Male,33,Yes,1,37.223,-119.001021,6,56,Offer B,Yes,37.58,Yes,Yes,DSL,26.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,75.85,4261.2,0.0,0,2104.48,6365.68
Male,55,No,0,37.704384,-122.126703,0,56,Offer B,Yes,49.36,No,Yes,DSL,21.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.8,4534.45,0.0,0,2764.16,7298.61
Male,51,Yes,1,38.52576,-123.013347,5,72,No Offer,Yes,37.11,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,20.55,1432.55,0.0,0,2671.92,4104.47
Male,52,No,0,39.83307,-123.178765,0,15,Offer D,No,0.0,No Phone Service,Yes,DSL,14.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,50.75,688.2,32.55,0,0.0,655.65
Male,48,No,0,33.762351,-117.488725,0,51,No Offer,Yes,36.59,No,Yes,DSL,20.0,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,47.85,2356.75,18.39,0,1866.09,4204.45
Male,48,Yes,3,36.636638,-119.421842,5,6,Offer E,Yes,36.54,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.55,122.9,0.0,0,219.24,342.14
Female,60,Yes,0,34.441123,-117.537886,3,13,Offer D,Yes,19.05,No,Yes,DSL,27.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.95,734.35,0.0,0,247.65,982.0
Female,67,No,0,33.362575,-117.299644,0,7,No Offer,Yes,7.82,No,Yes,Cable,7.0,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,64.95,493.65,0.0,0,54.74,548.39
Female,40,No,0,32.790282,-115.689559,0,9,No Offer,Yes,41.92,No,Yes,Cable,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.2,403.35,0.0,0,377.28,780.63
Female,53,Yes,1,41.764869,-122.671316,4,22,No Offer,No,0.0,No Phone Service,Yes,DSL,19.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,39.2,849.9,0.0,50,0.0,899.9
Female,64,No,0,38.123544,-121.159078,0,14,No Offer,Yes,24.04,No,Yes,Cable,12.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,51.45,727.85,0.0,0,336.56,1064.41
Female,45,No,0,34.177267,-118.31003,0,11,No Offer,Yes,48.64,Yes,Yes,Fiber Optic,28.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,1129.75,0.0,0,535.04,1664.79
Female,30,Yes,0,33.141265,-116.967221,0,52,No Offer,Yes,44.34,Yes,Yes,Fiber Optic,71.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.7,5138.1,0.0,0,2305.68,7443.78
Male,56,No,0,34.200175,-118.540958,0,15,No Offer,No,0.0,No Phone Service,Yes,DSL,29.0,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,29.7,438.25,0.0,90,0.0,528.25
Female,42,Yes,2,34.214054,-118.88109,4,64,No Offer,Yes,13.95,Yes,Yes,Fiber Optic,11.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.4,6721.6,0.0,0,892.8,7614.4
Female,43,No,0,38.24458,-122.956268,0,7,Offer E,Yes,41.57,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.35,150.6,0.0,0,290.99,441.59
Female,64,No,0,34.142747,-117.300864,0,15,Offer D,Yes,32.07,Yes,Yes,Fiber Optic,28.0,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.15,1415.0,0.0,0,481.05,1896.05
Male,47,No,0,40.346634,-120.386422,0,26,Offer C,Yes,3.26,No,Yes,DSL,6.0,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,59.45,1507.0,0.0,0,84.76,1591.76
Male,68,Yes,0,34.083086,-117.737997,3,20,No Offer,Yes,27.56,Yes,Yes,Fiber Optic,3.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,107.05,2172.05,0.0,0,551.2,2723.25
Female,41,Yes,3,33.28156,-115.955541,6,5,No Offer,Yes,6.7,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,24.3,132.25,0.0,0,33.5,165.75
Female,33,No,0,37.881842,-121.848111,0,29,No Offer,Yes,10.67,Yes,Yes,Fiber Optic,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.55,2878.75,0.0,0,309.43,3188.18
Female,72,No,0,34.191842,-118.822796,0,66,No Offer,Yes,45.59,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.45,5224.35,0.0,140,3008.94,8373.29
Male,79,No,0,34.128284,-118.047732,0,5,No Offer,Yes,4.59,No,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,0.0,0,22.95,472.7
Female,59,Yes,3,35.478736,-115.516984,5,22,Offer D,Yes,33.46,No,Yes,Fiber Optic,29.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,1790.65,0.0,0,736.12,2526.77
Female,41,Yes,0,38.049457,-121.21653,5,64,Offer B,Yes,11.85,Yes,Yes,DSL,2.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.0,5484.4,0.0,0,758.4,6242.8
Female,45,No,0,37.499411,-122.196318,0,65,No Offer,No,0.0,No Phone Service,Yes,Cable,22.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.95,3921.1,0.0,0,0.0,3921.1
Male,25,Yes,2,40.331975,-121.460674,5,53,No Offer,Yes,24.33,No,Yes,Fiber Optic,52.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,4779.45,0.0,0,1289.49,6068.94
Female,58,Yes,0,33.79499,-118.065591,4,52,No Offer,No,0.0,No Phone Service,Yes,DSL,8.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.45,1958.95,0.0,0,0.0,1958.95
Male,45,Yes,0,33.885499,-117.324959,5,60,No Offer,Yes,22.22,No,Yes,DSL,16.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,61.35,3766.2,0.0,0,1333.2,5099.4
Male,69,No,0,37.40122,-120.514191,0,4,Offer E,Yes,6.18,No,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,293.85,0.0,0,24.72,318.57
Female,25,Yes,0,38.434362,-122.86891,1,7,Offer E,Yes,8.95,No,Yes,Fiber Optic,73.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0,506.9,0.0,0,62.65,569.55
Male,47,No,0,34.424926,-117.184503,0,35,Offer C,No,0.0,No Phone Service,Yes,DSL,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.2,1701.65,0.0,0,0.0,1701.65
Male,43,Yes,3,37.786031,-122.437301,5,55,No Offer,Yes,36.23,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.5,1026.35,0.0,0,1992.65,3019.0
Female,63,No,0,37.959706,-121.287669,0,50,No Offer,Yes,27.7,Yes,Yes,Fiber Optic,28.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.65,5551.15,0.0,0,1385.0,6936.15
Male,80,Yes,0,33.960891,-118.032222,1,23,No Offer,Yes,45.21,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.45,2184.85,0.0,60,1039.83,3284.68
Female,20,Yes,1,32.948262,-117.256086,2,72,No Offer,Yes,45.66,Yes,Yes,DSL,47.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.95,6652.45,0.0,0,3287.52,9939.97
Female,38,No,0,32.774046,-117.142454,0,9,No Offer,Yes,15.62,No,Yes,DSL,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.15,416.45,0.0,0,140.58,557.03
Male,69,No,0,32.787836,-117.232376,0,25,No Offer,Yes,18.46,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,2196.15,0.0,0,461.5,2657.65
Female,49,No,0,37.5923,-120.853288,0,9,No Offer,Yes,24.52,No,Yes,Fiber Optic,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,71.0,672.55,8.35,0,220.68,884.88
Female,62,Yes,3,39.756049,-123.358701,1,8,Offer E,Yes,12.41,Yes,Yes,DSL,53.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.75,446.8,0.0,0,99.28,546.08
Male,53,Yes,0,37.80821,-121.308401,0,5,Offer E,Yes,31.76,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,19.35,126.05,0.0,0,158.8,284.85
Female,33,No,0,32.825086,-117.199424,0,4,No Offer,Yes,32.46,Yes,Yes,Fiber Optic,3.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.1,341.45,0.0,0,129.84,471.29
Male,28,Yes,0,34.18454,-119.224666,1,23,No Offer,Yes,37.95,No,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,2331.3,0.0,0,872.85,3204.15
Male,72,Yes,0,37.007238,-119.505661,2,34,No Offer,Yes,12.98,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,71.55,2427.35,0.0,0,441.32,2868.67
Female,52,No,0,33.761894,-117.120868,0,15,No Offer,Yes,40.97,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,25.05,369.1,0.0,0,614.55,983.65
Female,60,No,0,34.018354,-117.85492,0,3,Offer E,Yes,32.43,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,246.5,0.0,0,97.29,343.79
Male,62,Yes,0,33.917145,-118.401554,4,30,No Offer,Yes,5.56,Yes,Yes,DSL,8.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0.0,100,166.8,1708.75
Male,61,Yes,0,36.5276,-119.865999,8,17,Offer D,Yes,14.69,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,19.9,329.75,0.0,0,249.73,579.48
Female,41,No,3,32.832706,-116.873258,0,25,Offer C,Yes,12.87,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.05,471.7,0.0,0,321.75,793.45
Female,49,No,0,34.052842,-118.264495,0,18,Offer D,Yes,10.67,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.55,389.25,0.0,0,192.06,581.31
Female,40,No,0,39.288127,-122.415841,0,41,No Offer,Yes,37.46,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,19.75,806.95,0.0,0,1535.86,2342.81
Male,38,Yes,2,33.771612,-118.143866,6,14,Offer D,Yes,26.99,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.75,309.35,6.49,0,377.86,680.72
Male,39,No,0,37.990118,-122.012188,0,22,No Offer,Yes,11.15,Yes,Yes,Fiber Optic,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,2162.6,0.0,0,245.3,2407.9
Female,55,No,0,32.827184,-116.703729,0,1,Offer E,Yes,34.48,No,Yes,Cable,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0.0,0,34.48,78.43
Female,32,Yes,0,40.170357,-123.417298,7,71,No Offer,Yes,29.78,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.25,7707.7,0.0,0,2114.38,9822.08
Female,35,Yes,0,34.059281,-118.30742,9,15,No Offer,Yes,46.68,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.2,387.9,0.0,0,700.2,1088.1
